,total_amount
718662,0.99
296226,1.99
811801,1.29
145158,2.19
339857,2.69
450693,1.29
306267,2.89
100130,0.99
651525,0.65
693392,0.85
372922,2.39
82904,0.99
499692,1.79
94428,0.99
754239,1.77
570407,1.69
149355,2.19
284651,1.99
528995,1.19
810474,1.29
49203,1.2
355802,3.49
84079,0.99
258188,0.99
315152,2.99
92324,0.89
117883,1.09
109751,0.49
16935,2.78
530813,0.99
566201,1.39
732131,1.19
411371,1.95
374722,1.99
199306,1.99
527474,0.8
350442,2.29
108554,1.77
70302,2.59
434247,2.29
316427,2.89
641854,0.45
784401,2.38
264912,3.59
46328,0.84
807611,0.88
563157,2.79
96354,0.99
126002,0.79
775706,0.89
228923,1.5
201815,1.99
620411,0.79
791483,0.88
544514,0.99
33723,0.8
573454,1.69
356829,3.49
276556,0.99
527454,1.19
286571,1.5
746118,0.99
367794,2.99
696936,1.19
296714,2.19
725678,0.74
37748,1.19
627570,1.15
768295,1.34
156820,2.39
485654,2.99
795430,1.19
248314,2.19
393608,3.0
218625,0.99
471979,1.75
762961,0.79
576929,1.5
127771,0.99
264579,3.59
368892,2.99
420218,2.19
19098,1.68
647436,0.65
307636,2.89
700890,0.99
441596,1.35
220678,1.33
725974,0.75
688305,0.69
569430,1.5
97086,1.98
570094,1.5
463116,1.59
622780,0.79
12091,2.29
776643,0.69
596228,1.0
514044,2.9699999999999998
552484,1.79
771524,0.85
564770,1.39
567654,1.79
287112,1.99
145974,2.29
170091,3.19
107004,0.59
136890,1.89
354607,2.45
575063,1.79
197308,1.99
176611,0.99
361015,2.29
111960,1.19
27474,1.89
444988,0.8
160105,3.19
162121,3.19
190820,1.45
788611,1.09
749337,1.77
623363,0.99
97680,0.99
453144,0.0
621617,0.79
293518,0.99
186224,1.39
441833,1.19
111489,1.19
130949,0.99
394928,2.49
572506,1.19
814886,1.29
9443,2.0
129471,0.99
496387,1.99
19668,1.25
569997,1.5
145494,2.19
50897,1.79
306826,2.89
703092,1.58
96603,0.99
466133,1.69
377222,1.99
503405,1.19
433003,2.59
618245,0.79
612770,2.59
175014,0.84
490431,3.89
782206,0.99
140037,1.99
412996,1.95
807152,0.99
40196,2.5
290777,0.99
107950,0.59
538064,2.79
467808,0.94
286910,1.5
373269,2.49
786596,0.88
769957,0.67
409668,2.19
774349,0.99
210938,1.5
415964,1.95
592175,0.99
176811,1.25
518985,0.8
627223,0.79
628291,0.79
203232,1.79
359224,3.49
283547,3.0
540236,0.99
580345,1.5
101047,0.99
70553,2.79
686584,0.79
340726,2.5
750833,2.89
169525,2.39
634862,1.99
639093,0.45
28640,1.79
296325,1.34
173883,0.59
250490,1.79
274105,1.33
692709,0.67
233175,1.98
6540,2.5
786296,0.88
365443,1.98
553242,1.5
205287,2.9699999999999998
140943,2.19
531329,0.99
402720,2.99
299181,2.19
221037,0.99
118231,1.09
397274,2.19
726249,1.19
651671,0.67
499702,1.79
691604,0.85
579927,1.5
490265,2.69
694280,0.85
324260,2.69
137823,1.89
108940,1.19
301961,3.69
740530,1.29
552260,1.5
780114,0.99
543496,0.59
630043,1.58
562286,1.59
661621,2.38
553154,1.5
616431,0.99
113828,1.09
567104,1.5
569922,1.5
599903,1.09
405662,1.95
647453,0.45
153069,2.15
216062,2.68
735626,1.29
293609,1.99
351113,2.29
481747,0.79
700141,0.99
724773,0.75
223990,1.99
197937,0.99
562167,1.59
348603,3.29
350327,2.39
601655,1.25
125033,1.09
233301,0.99
69571,2.49
756727,1.99
442904,3.59
626807,0.79
512906,1.19
340338,2.0
159987,3.19
382107,3.89
41078,0.8
72834,2.49
488643,3.49
616072,0.95
66257,2.19
171414,3.19
96948,0.99
240785,1.5
683617,0.67
381078,1.5
808031,0.99
454025,1.29
271326,1.99
528506,1.19
686989,0.79
222345,3.59
390910,2.15
582619,1.5
616922,0.79
360401,2.29
634426,2.29
212152,1.98
456030,1.19
701359,0.67
163250,3.19
296316,1.34
560661,1.5
632986,3.39
588436,2.5
812240,1.19
444614,1.29
651651,0.67
566579,1.39
526868,0.99
541682,1.6
114395,1.09
349699,2.29
364409,1.79
637949,0.45
681858,1.09
426058,1.0
190841,1.45
304150,2.99
787385,1.09
415672,1.5
731542,1.19
81295,0.83
745887,0.99
84536,0.89
247026,0.99
381870,2.19
707958,0.88
249158,1.5
300555,3.79
599799,1.09
322978,2.99
626022,0.79
677572,0.79
758550,0.79
71072,2.45
733108,1.19
314825,2.89
114745,1.09
234834,1.99
537619,2.79
118843,1.09
306503,2.89
420428,1.99
478769,0.89
747449,1.39
59612,3.59
596745,1.25
727429,0.99
126541,3.58
800125,0.89
722734,0.89
636864,0.45
350254,2.79
728306,0.89
315993,2.89
798193,1.99
589567,2.5
107688,0.59
777964,0.99
660638,0.85
60987,2.25
729709,0.99
36780,2.55
650479,0.79
151387,2.29
274875,1.5
482783,2.69
405395,3.0
474318,1.99
75426,2.19
472982,1.59
230609,1.99
617236,0.79
807044,0.99
14763,0.75
463796,0.53
324086,2.99
653252,0.69
16548,0.8
623146,0.79
565575,1.39
807112,1.98
723422,0.79
244964,0.49
300713,3.69
288332,1.5
28082,1.69
576191,1.79
778507,0.95
152677,1.99
19225,0.84
480965,0.79
580535,1.5
765240,0.69
569806,1.5
438081,1.99
10901,2.5
734965,1.29
459391,0.99
501593,0.8
559767,1.25
746028,0.74
355595,3.49
253167,0.99
811991,1.29
336433,2.0
349342,2.69
722269,0.74
817527,2.69
527945,0.99
791034,0.88
52958,1.09
130729,1.99
328991,2.0
599782,1.09
494767,1.19
395531,3.19
389791,1.95
349164,2.89
36236,1.25
34441,0.99
280705,3.59
399987,1.5
249934,0.99
785661,0.88
112030,0.69
809908,1.19
286117,2.19
297429,1.5
153155,1.99
378163,1.15
408568,2.19
100790,0.99
459445,0.99
800169,0.89
310882,2.99
156483,2.39
505226,1.19
599559,1.25
146622,2.29
681974,1.34
190992,1.45
576513,1.5
688610,0.79
128862,1.99
476439,1.89
477378,1.89
369895,2.99
445297,2.9699999999999998
455423,0.99
276880,0.99
44025,0.8
492097,1.99
281868,1.99
251612,0.99
773684,0.67
520198,1.19
464948,0.86
141050,2.19
647127,0.45
362113,2.99
513442,1.19
322421,2.79
173033,0.79
124078,1.19
194970,1.49
84597,0.89
355325,2.29
442373,1.49
596135,1.0
205554,1.98
409127,1.5
369642,2.99
803272,0.39
329995,2.89
703182,0.75
375358,2.55
237515,0.99
206032,1.99
613543,1.88
755180,1.77
246157,0.99
7164,2.0
448337,1.19
113205,1.09
703699,0.75
533204,0.99
548324,0.59
336110,2.89
422000,2.75
304603,2.5
433069,2.59
33085,0.84
789234,0.99
790765,1.19
455018,0.66
591543,1.39
263354,3.59
235909,0.99
567085,1.5
468015,1.69
296801,1.99
139831,3.98
494256,0.0
736819,1.99
748632,1.99
349153,2.89
757416,1.99
617028,0.79
455090,0.99
182642,1.79
642962,0.45
89897,0.83
410027,2.49
352403,1.34
87437,0.19
419564,2.19
701141,0.89
688796,0.79
61385,1.99
141146,2.19
198735,1.99
797837,2.18
774489,0.95
80692,1.29
791186,0.88
415761,1.5
750412,1.77
216334,1.5
421202,2.15
466242,0.84
344822,2.69
618367,0.79
345495,2.0
594843,1.25
456383,1.17
648418,0.45
735716,1.29
344370,2.0
397600,2.15
706269,1.09
438557,3.98
355385,2.29
573588,1.69
242230,1.99
150810,2.19
423431,2.99
509031,0.99
452920,1.29
388791,1.99
619943,0.99
515541,1.19
275196,1.99
171271,3.19
275642,0.99
776166,0.89
764208,0.67
675937,0.67
413604,1.5
802626,0.39
224139,1.99
532263,0.99
651077,0.79
799444,0.99
130718,1.99
400768,2.19
294087,1.99
729093,0.75
259886,2.69
295968,1.5
412989,1.95
361351,2.29
323558,2.69
637661,0.45
338150,3.29
558872,1.59
43006,1.25
100941,1.98
406534,1.5
430191,2.5
660615,0.85
136066,1.99
535632,2.79
113123,1.09
270995,1.99
121643,0.99
466905,1.89
716434,0.74
659797,1.34
126816,1.39
561705,1.25
540462,0.99
14568,0.5
155839,1.49
775361,0.89
242910,1.99
275584,2.9699999999999998
260473,3.59
662752,1.19
158945,2.99
288786,1.5
332839,2.69
81128,0.83
650346,0.79
473043,1.59
441731,2.49
561262,1.0
196365,1.99
563224,2.79
354503,2.35
74499,2.79
266326,1.5
576463,1.5
812389,1.19
642025,0.65
267474,0.99
782462,0.95
6912,2.0
45848,1.19
551658,1.5
521546,2.38
481158,0.89
367353,1.59
619348,0.79
97867,0.99
119639,1.09
354301,2.49
124908,1.09
738783,1.19
306526,2.89
214735,1.5
583361,1.79
24947,0.5
646761,0.65
750657,1.77
133427,1.19
524512,0.99
738229,1.19
327855,2.59
530130,1.19
807008,0.99
141702,2.19
263962,3.59
199223,1.99
73808,2.49
387749,1.99
285731,1.19
309563,2.89
571496,1.19
143121,2.29
772588,0.69
225403,1.99
799455,0.99
768656,0.85
674415,0.79
453626,0.99
800756,0.79
97863,0.99
79656,0.99
517710,0.8
331204,2.69
148832,2.19
197586,1.34
257861,2.19
737552,1.98
31913,0.84
533482,1.79
29224,1.2
508845,0.99
239436,0.99
411898,1.99
736870,1.99
212594,1.98
775838,0.89
290271,3.98
736407,1.59
236436,1.99
550607,1.88
473464,1.85
408200,1.5
357485,3.49
329576,2.5
784434,2.38
580100,1.5
652333,0.67
354280,2.65
642338,0.45
753650,1.77
206356,1.5
780203,0.99
409495,1.5
227986,2.19
761821,0.85
591064,0.99
231172,3.96
333453,2.5
286732,1.99
282140,0.99
471857,1.39
778603,0.99
276002,1.99
644717,0.45
222982,2.69
525393,1.19
483028,2.99
593150,0.99
41878,0.8
177754,0.84
401901,2.19
425934,1.79
414696,1.5
622365,0.99
64216,2.09
808547,0.99
8725,2.0
139984,3.98
131841,1.99
372870,2.39
453614,0.99
320777,2.24
320276,3.19
402770,2.99
434268,2.29
102940,0.99
248995,1.5
538476,1.69
154701,1.29
451639,0.99
350675,1.89
31047,1.39
409863,2.99
481894,0.79
76246,2.39
642477,0.9
527098,1.19
536439,1.99
404678,1.99
645996,0.45
669748,1.77
41754,0.64
258289,0.39
397704,2.25
698352,0.99
322406,2.79
684829,0.85
626503,0.79
245917,0.99
629196,0.79
668914,1.77
369105,2.99
370130,3.09
136611,1.89
815611,1.29
520400,0.99
89888,0.83
160128,2.19
373864,1.19
76944,1.69
385060,3.19
498633,1.69
381995,3.89
604842,1.39
666623,1.29
36787,2.55
357325,2.49
742411,1.99
771851,0.67
461944,1.69
779547,0.79
144102,2.29
73263,2.79
772510,0.89
66744,0.5
401754,1.5
754114,1.77
475155,1.75
577640,1.5
459875,0.64
311842,2.89
53894,1.09
145097,2.19
407805,1.5
10180,2.0
665553,2.58
373212,2.49
540921,1.19
747066,0.74
208502,2.68
216391,2.19
611967,2.5
222697,2.69
679162,0.67
682527,0.67
251237,0.99
785134,0.99
256433,0.99
381186,1.5
742573,1.59
258206,0.99
797482,1.98
692941,0.67
342443,2.5
283694,1.99
129826,1.99
778307,0.95
118482,3.2700000000000005
200080,1.99
270511,1.99
684317,0.67
217189,0.99
480182,0.89
615185,0.79
770244,0.67
300830,3.29
200462,1.5
652863,0.69
547772,2.5
132640,1.98
622484,0.79
445504,0.99
500240,1.89
139807,1.99
108575,0.59
96353,1.98
534207,0.99
91229,0.99
523109,0.8
602706,1.19
595746,1.59
531887,1.19
111032,1.19
126058,0.54
213330,1.99
304285,2.99
537645,2.79
482774,2.87
54137,3.49
717064,0.88
381156,3.0
693192,0.67
789608,0.99
718399,0.88
125183,0.89
81572,0.99
363166,3.09
464994,1.29
292494,1.34
653548,0.79
149764,2.19
470851,1.99
85133,1.98
434707,2.39
800011,0.99
202169,1.99
367078,1.99
56070,3.29
764998,0.69
164663,3.89
189065,0.99
535790,2.79
69675,2.0
374990,2.45
177578,1.68
373133,2.49
325816,2.89
479642,0.79
638953,0.45
193140,0.97
197769,1.99
732306,1.39
647879,0.45
517421,0.99
562683,2.5
611391,2.5
186722,1.2
325798,2.89
234497,1.99
559118,1.59
40608,1.25
262287,2.09
356740,3.49
344124,2.89
38993,1.25
801375,0.39
375531,2.09
629433,0.79
34602,1.19
719629,0.75
278376,2.19
770315,0.67
516706,0.8
72041,2.49
775384,0.89
82075,0.99
408508,2.19
23827,0.84
42692,0.84
8393,2.0
554895,1.5
630257,0.79
771740,2.18
365618,1.99
729531,0.88
413521,1.99
264784,3.59
757240,1.99
63928,2.19
810466,1.29
543017,0.79
719585,0.88
783764,0.99
178171,0.8
790436,0.98
81817,0.99
122734,1.19
667687,1.59
396063,1.99
699813,1.98
368214,2.99
460064,2.58
714924,0.95
320491,3.39
605178,1.27
155180,1.29
299816,3.69
442269,0.89
739827,1.19
583234,1.79
512495,0.99
297614,1.99
618078,0.79
90364,0.99
478934,0.89
224483,0.99
443927,0.99
434543,2.39
718733,0.99
325257,2.5
330108,2.89
286740,1.5
747058,0.74
530384,1.19
502998,0.99
11688,2.79
817647,1.89
493660,1.99
163092,2.19
792957,0.89
426342,2.5
804786,0.67
606200,1.49
580568,1.5
500734,1.99
252041,1.5
100368,1.98
700324,0.99
478633,1.58
805379,0.99
416168,1.99
46584,1.25
809071,2.38
436559,2.19
262114,2.69
498387,2.69
46083,1.19
580743,1.5
308154,2.99
712202,0.88
38763,0.84
254301,3.98
579824,1.5
158842,2.99
808475,0.99
136881,1.89
509214,0.8
569986,1.5
410381,2.99
592193,1.39
570123,1.5
638274,0.45
763757,0.79
661083,0.85
783291,0.99
37736,1.19
87710,0.99
449130,1.19
342950,2.0
47683,0.84
450407,1.29
403042,2.5
721496,0.75
214252,0.99
714753,0.79
758184,0.79
668680,1.99
183565,1.07
345884,2.5
601727,1.25
765112,1.38
628718,0.79
349479,2.29
766646,0.79
456655,1.75
474581,1.99
451570,0.99
453249,1.29
817808,1.79
720671,0.9
608341,1.59
690370,0.67
531069,0.79
436027,3.69
292528,1.99
271272,1.99
571413,1.19
96661,0.99
720269,0.79
529563,0.99
561536,1.25
658338,0.67
164488,2.99
55504,3.45
560183,1.09
814266,1.29
552324,1.79
235932,0.99
103494,0.99
613366,1.88
216041,1.33
536989,2.14
53272,1.09
502656,0.99
112605,0.0
200842,1.5
158393,3.19
410287,2.99
801487,0.39
472762,1.59
279949,2.69
404388,2.5
159159,3.19
121714,0.99
713960,0.99
632823,3.49
141873,2.19
131417,1.59
614599,0.79
173819,0.59
244504,1.59
678679,0.79
114947,0.99
343767,2.0
613661,1.89
701618,0.89
695799,2.38
141252,2.19
650287,0.79
37752,1.19
796569,1.09
618268,0.79
576521,3.0
149662,2.19
579981,1.5
391315,2.25
554631,1.5
745868,0.99
756854,1.99
419784,1.5
216444,0.53
624257,0.79
237046,0.99
230546,1.19
674491,1.58
501062,0.8
509798,1.19
719516,0.99
486900,2.0
61498,2.25
527376,1.19
683939,0.67
583085,1.79
375970,3.59
496964,1.79
49858,1.79
425176,2.99
160106,3.19
269675,1.34
686764,0.79
541414,0.59
601309,1.0
569698,1.5
87590,0.99
242251,1.99
688647,0.79
439375,2.55
451152,0.79
798150,1.77
383899,2.99
817752,1.79
117806,1.09
95504,0.99
379192,1.99
221020,0.99
696100,1.19
151961,2.29
507327,0.8
808327,0.99
257846,2.19
644812,0.45
594852,1.25
40052,1.68
499330,1.99
817311,2.24
245840,1.99
125975,0.79
813638,1.19
730726,0.89
403291,3.19
816065,1.65
334063,2.0
36628,2.29
424055,2.99
512255,0.59
678996,0.79
277639,1.33
302457,2.99
384924,3.19
632052,3.49
616961,0.79
166974,3.19
464681,0.99
85038,0.99
438191,1.99
192812,0.97
330594,2.0
24038,1.19
524648,0.99
679020,0.79
596507,1.25
392569,1.5
116314,0.0
564282,1.39
239102,1.34
63340,2.19
447496,1.29
367243,1.59
723098,0.99
396627,1.5
121816,1.09
747841,0.99
17840,2.5
761411,0.67
280041,2.69
394469,1.99
101809,0.99
106531,0.59
293697,0.7
436134,2.19
689115,1.58
292085,2.19
810012,1.19
226746,1.5
659605,0.67
632071,3.49
371350,3.09
374466,0.59
544025,0.99
75787,2.79
806770,0.88
155480,1.29
487926,3.49
340324,2.0
97245,1.98
394529,2.19
161325,3.19
630391,0.99
412517,3.0
390720,1.79
655402,0.72
524548,0.99
39338,1.25
389175,1.99
169051,3.19
92843,0.99
665250,2.58
76073,2.39
373423,2.39
350008,2.29
374560,0.0
609799,1.59
86516,0.83
564531,1.39
183556,1.07
385713,2.5
741754,1.29
131702,1.99
799813,1.98
332190,2.89
618576,0.79
471833,1.99
410670,2.5
18991,1.25
4249,2.0
39456,1.25
169982,3.65
683842,0.67
782519,0.95
160472,3.19
308490,2.99
499478,0.99
169010,3.19
570073,1.5
481410,0.89
238555,2.19
414208,1.79
116731,1.09
655858,0.69
750927,1.99
162406,3.19
642208,0.45
49151,1.2
314876,2.89
136096,1.99
660451,0.85
420700,1.99
669568,1.77
482067,0.89
550285,0.99
708913,0.99
373007,2.39
88546,0.99
243482,1.99
337174,2.89
563210,2.79
111233,1.19
653554,0.79
810770,1.29
370724,3.09
773634,0.67
435044,2.69
603107,1.25
691587,0.85
747997,0.74
117468,1.09
292003,1.99
540957,1.19
788566,1.09
812504,1.19
753562,1.99
315601,2.99
719760,0.75
362425,2.99
168961,3.19
65530,2.25
288159,0.99
176114,0.8
39857,0.84
718769,0.74
764003,0.79
76558,1.75
538292,2.69
472672,1.49
25362,0.5
591767,1.39
766549,0.79
434472,1.99
742515,1.59
163135,3.49
299649,2.99
607143,1.59
524106,0.99
33729,0.99
222080,3.59
805023,0.69
394239,2.15
686365,0.79
230577,1.99
324621,2.89
434508,1.99
668433,3.96
569474,1.5
163690,3.19
585090,1.5
635504,0.99
122768,0.0
501080,0.8
89892,1.66
269873,1.34
600499,1.59
341782,2.0
639218,0.45
807699,0.99
675931,0.67
136265,1.99
634414,2.29
533362,1.79
531195,0.59
799114,0.98
318884,2.69
64325,1.29
370149,3.09
346947,2.89
776535,0.69
270789,1.5
798444,1.49
585656,3.0
672887,1.99
311040,2.99
537806,2.69
534215,0.99
723084,0.88
455333,0.99
699429,0.99
248688,0.99
645464,0.45
34018,0.8
77289,1.69
138345,1.89
324377,3.79
474936,1.89
798893,1.19
715381,0.95
393674,3.0
583059,1.79
405414,1.5
71589,2.79
73746,2.49
104548,0.59
406032,1.99
350110,2.29
330114,2.89
620599,0.79
569967,1.5
718761,0.74
718258,0.88
393007,2.15
419636,1.5
250781,1.99
737768,1.98
71465,2.0
249595,1.99
420940,1.95
692294,1.34
468840,1.99
427606,2.89
172164,2.19
313785,2.99
602577,1.59
597949,1.59
477583,1.89
588005,2.0
165939,3.19
339416,3.65
259654,3.35
454816,0.99
126067,0.54
399079,2.25
696431,1.19
647982,0.45
37650,1.19
552086,1.5
421765,2.59
569603,1.5
447798,0.64
764279,0.67
363866,1.79
334748,2.0
67021,2.19
570050,1.5
483808,1.19
84989,0.99
331808,2.5
245656,1.99
810468,1.29
536938,2.99
291967,1.99
639954,0.9
331989,2.5
686877,0.79
101984,0.89
315758,2.89
286031,2.68
323405,2.69
51000,1.79
143520,2.29
366208,1.79
383785,2.5
225665,0.99
494351,1.19
407418,2.19
278832,0.99
600798,1.59
636905,0.45
470040,1.99
587527,2.5
495783,1.19
101212,0.99
454391,0.54
632766,3.49
222881,1.89
534817,1.19
409467,1.5
466774,1.27
202216,1.98
312043,2.89
510556,1.19
44273,1.98
274500,1.98
27798,1.69
242459,0.99
39623,0.84
326233,2.0
768193,0.67
482217,0.79
444208,0.86
556011,1.5
54770,1.49
623793,0.79
527978,0.99
398194,3.0
77379,1.89
636376,0.79
587730,2.5
290055,0.99
497748,1.79
223470,1.99
695516,0.67
386209,1.39
814733,1.29
607306,1.25
345762,2.0
108130,0.59
149579,2.19
184407,0.72
717199,0.99
592588,1.25
606649,1.19
6452,2.5
637349,0.45
406390,1.99
308337,2.99
125621,1.09
594830,1.25
647360,1.3
817076,2.24
6577,2.5
275090,1.99
122642,0.54
132220,0.99
585791,3.0
559871,1.25
194184,1.29
361508,2.29
617926,0.79
205770,0.99
628747,0.79
679719,0.67
669770,1.77
17299,1.19
523359,0.19
359476,3.49
245432,1.5
788680,1.09
605124,1.27
65925,1.99
459522,0.99
112841,1.09
560496,0.99
255398,1.19
47028,1.25
299214,1.95
47044,1.25
500207,1.99
374872,2.45
15431,1.19
808010,0.99
65799,2.25
190257,2.9
592102,2.78
791488,0.88
58677,3.59
197723,1.99
715229,0.99
754367,1.77
679534,2.0100000000000002
697891,0.99
400827,2.15
473465,1.85
813271,1.69
44377,1.19
627553,0.99
577320,1.5
541084,0.79
572770,1.85
252161,2.19
725755,0.88
345699,2.0
343256,2.69
799852,1.19
440271,2.45
22756,1.39
179139,0.99
633871,2.79
214274,0.99
590532,2.39
143138,2.29
587198,3.57
62214,2.19
442628,2.29
395166,2.49
109487,0.59
603333,1.25
39383,1.25
139777,1.99
85464,0.99
612083,2.99
149200,2.19
234039,1.34
382289,2.5
659762,1.34
622110,0.79
266022,1.99
63116,2.19
642298,0.9
30148,1.79
508079,1.19
133128,1.19
611390,2.5
410964,1.99
212088,3.96
563758,3.59
471599,1.79
38493,0.84
39398,1.25
251181,0.99
731636,1.19
377955,1.79
615355,0.79
281465,1.5
644554,0.45
145533,2.19
185989,1.59
113586,0.89
305959,2.89
603400,0.79
753778,1.77
688094,0.69
391383,1.85
302472,2.99
604829,1.39
223475,1.99
75257,1.49
666630,1.29
573254,1.69
449869,0.9
226103,0.99
476481,1.89
780983,0.77
513394,1.19
209106,1.34
468767,1.99
166066,2.19
189977,0.97
536326,2.99
274943,1.5
230477,1.99
123235,1.19
43994,0.8
206885,2.19
217865,1.99
314149,2.89
631883,3.49
179000,0.8
241579,0.99
57201,2.99
589318,2.0
201939,1.99
528525,1.19
635202,0.99
665584,1.29
48656,1.99
35923,2.5
666490,2.58
40852,0.8
523998,1.19
334497,2.89
363636,3.09
143099,2.29
295604,0.99
416862,1.95
808938,1.19
814547,1.29
280657,3.35
281220,3.59
584625,1.5
566056,1.79
755020,1.77
330324,2.69
541541,0.99
365752,1.79
154106,0.79
146948,2.29
568177,1.5
218596,0.99
702620,0.79
170209,3.19
441404,1.35
276054,1.99
791015,0.88
137801,1.89
804845,0.67
99620,0.99
673569,1.99
761402,0.67
399287,1.99
738960,1.39
199192,1.99
441750,2.49
191527,1.59
131156,1.99
337261,3.49
669273,1.77
33562,0.99
119458,1.09
564302,1.39
280287,2.69
747980,0.74
733373,1.29
694502,1.49
766753,0.79
698851,1.25
99666,0.99
609352,1.25
84797,2.3
232596,2.19
745485,0.74
726841,0.88
13787,0.69
357397,3.49
517883,1.19
797063,0.99
713857,0.67
606256,1.49
31183,1.19
270775,1.5
504371,0.0
798506,1.99
638143,0.45
451419,0.79
165264,3.19
156650,2.39
59721,3.29
378290,1.5
51588,0.99
372065,3.09
153700,2.15
53494,1.09
199870,0.99
632086,3.49
599780,1.09
627122,0.79
189668,1.45
484779,1.19
319717,2.99
165295,3.19
662564,2.38
698662,0.99
427490,3.19
431700,2.5
264104,2.69
795967,0.89
121694,0.99
600309,1.5
39163,1.25
127159,1.79
68643,1.99
687692,0.67
167450,3.19
103851,1.18
418945,1.5
382770,2.49
766508,0.79
194320,1.45
542954,0.79
667056,1.59
67710,2.19
375039,1.99
211940,1.99
62526,2.19
108723,0.49
349294,3.69
669225,1.77
804701,0.65
256879,1.5
352849,1.69
444229,1.72
517708,0.8
54306,3.49
337523,2.0
349669,1.99
266272,1.5
590716,2.79
342604,2.89
14790,0.75
714402,0.99
13646,0.59
778031,0.95
693273,0.67
552904,1.79
265854,3.35
614254,0.79
120281,0.89
565270,1.39
452319,1.29
105843,0.59
253732,1.5
519990,1.19
330167,2.89
584573,1.5
411291,1.5
201648,1.99
482169,0.89
220305,1.34
333570,2.5
457828,1.29
130969,0.99
184103,0.99
441375,1.35
478482,0.79
416769,1.95
4011,2.0
742304,3.18
618026,0.79
391512,2.25
86631,1.66
470778,1.99
815688,1.29
589835,2.0
177198,0.84
695822,1.19
447727,1.92
793554,0.99
546087,2.95
792344,1.09
21282,2.35
147739,2.29
562402,1.59
307064,2.49
469750,1.99
101704,0.99
338410,2.89
292379,1.34
586650,2.5
146038,2.29
141774,2.19
222210,3.59
5083,2.0
566631,1.39
218540,0.99
272469,1.99
498148,2.99
1042,2.0
48545,1.33
428774,2.99
734716,1.29
635987,0.89
748182,0.88
698633,0.99
520835,0.99
407709,3.0
234462,1.99
364770,1.79
535562,2.99
465570,0.99
250964,1.99
638061,0.45
48939,1.59
231982,2.19
722117,0.9
458928,1.29
195980,0.99
738495,1.19
494534,1.19
330936,2.69
541728,0.99
443161,0.86
272346,1.99
319678,2.99
92648,0.99
568860,1.5
125833,1.09
683904,0.67
614290,0.79
575979,1.79
666779,1.59
173849,0.59
436136,2.19
573552,1.69
418624,1.99
256783,1.5
776762,0.69
661399,1.19
342134,2.5
327774,2.5
732838,1.39
624988,0.79
433788,1.99
789981,1.19
810606,1.29
626077,0.79
234177,1.34
160375,2.59
387128,1.49
112617,1.09
472888,1.59
126105,0.54
586513,2.25
115528,0.79
584942,1.5
700502,0.99
432858,2.59
378463,0.5
231039,0.99
264884,3.59
806329,0.99
326323,2.69
367313,1.59
478323,0.89
564708,1.39
239352,2.67
459623,0.86
385149,3.19
696664,1.19
488225,2.69
2513,3.19
289713,0.99
441931,1.19
329035,2.0
811661,1.65
527850,1.19
106882,0.59
145800,2.19
341272,2.89
